,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
4858,U001,200769623,WAL-MAR systems,2020-05-16 20:24:34.687500000,2020.0,1930832692.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,2357.81,66,,,,28,4,2020,13,5,2020,28,4,2020,33,3015,0-15
4859,U001,200769623,WAL-MAR ,2020-04-23 09:51:36.281250000,2020.0,1930731981.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,14816.29,66,,,,3,4,2020,18,4,2020,3,4,2020,33,3007,0-15
4860,U001,200759878,SA trust,2020-04-10 22:30:43.875000000,2020.0,1930715275.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,32822.76,66,,,,28,3,2020,12,4,2020,28,3,2020,33,2401,
4861,U001,200707822,PUBLI trust,2020-05-19 01:21:07.203125000,2020.0,1930876120.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,116027.62,66,,,,7,5,2020,22,5,2020,7,5,2020,19,2228,
4862,U001,200769623,WAL-MAR ,2020-05-17 09:52:59.125000000,2020.0,1930825709.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAH4,9539.73,66,,,,27,4,2020,12,5,2020,27,4,2020,33,3007,0-15
4863,U001,200769623,WAL-MAR llc,2020-03-26 19:46:41.384765625,2020.0,1930635650.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAH4,756.91,66,,,,12,3,2020,27,3,2020,12,3,2020,33,3014,
4864,CA02,140104240,FEDER corporation,2020-04-27 02:15:16.593750000,2020.0,2960626696.0,2020-04-12 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-20 00:00:00.000000000,CA10,84277.781,66,,,,12,4,2020,30,4,2020,20,4,2020,4,933,
4865,U001,200706844,WINC systems,2020-04-10 13:45:52.250000000,2020.0,1930674341.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,4051.5,66,,,,19,3,2020,3,4,2020,19,3,2020,19,3077,0-15
4866,U001,200772670,ASSOCIAT trust,2020-04-26 13:36:18.109375000,2020.0,1930785325.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAU5,152343.61,66,,,,14,4,2020,29,4,2020,14,4,2020,47,182,
4867,U001,200769623,WAL-MAR systems,2020-04-03 21:32:53.218750000,2020.0,1930646491.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,10235.12,66,,,,15,3,2020,30,3,2020,15,3,2020,33,3015,0-15
4868,U001,200744019,TARG in,2020-04-08 18:38:07.156250000,2020.0,1930689603.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,18532.12,66,,,,24,3,2020,8,4,2020,24,3,2020,19,2809,0-15
4869,U001,100001196,DOLLAR trust,2020-03-17 22:43:51.718750000,2020.0,1930599851.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,47755.05,66,,,,5,3,2020,20,3,2020,5,3,2020,19,826,
4870,U001,200749225,SUPER  foundation,2020-05-15 09:45:21.781250000,2020.0,1930843961.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAA8,46622.45,66,,,,2,5,2020,17,5,2020,2,5,2020,19,2684,
4871,U001,200744019,TARG corp,2020-05-19 08:09:42.515625000,2020.0,1930843541.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAA8,12500.26,66,,,,2,5,2020,17,5,2020,2,5,2020,19,2806,0-15
4872,U001,200769623,WAL-MAR ,2020-04-16 08:10:27.312500000,2020.0,1930706506.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,1572.73,66,,,,28,3,2020,12,4,2020,28,3,2020,33,3007,0-15
4873,U001,200418007,AM corporation,2020-04-05 14:06:40.796875000,2020.0,1930646839.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,7647.74,66,,,,19,3,2020,3,4,2020,19,3,2020,19,95,0-15
4874,U001,200726979,BJ'S  llc,2020-04-23 08:14:06.812500000,2020.0,1930779987.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAA8,232.26,66,,,,12,4,2020,27,4,2020,12,4,2020,19,318,
4875,U001,200769623,WAL-MAR associates,2020-04-10 12:07:06.828125000,2020.0,1930686281.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,51314.88,66,,,,25,3,2020,9,4,2020,25,3,2020,33,3008,0-15
4876,U001,200900909,SYSCO associates,2020-03-19 01:39:54.796875000,2020.0,1930605670.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,1207.72,66,,,,5,3,2020,20,3,2020,5,3,2020,19,2773,
4877,U001,200793568,SUPE foundation,2020-05-23 17:28:45.765625000,2020.0,1930877252.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,910.25,66,,,,7,5,2020,22,5,2020,7,5,2020,19,2673,0-15
4878,U001,200794332,COST systems,2020-04-13 05:59:56.468750000,2020.0,1930730452.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAAX,29504.99,66,,,,1,4,2020,16,4,2020,1,4,2020,21,623,
4879,U001,200769623,WAL-MAR associates,2020-05-22 07:53:10.656250000,2020.0,1930843509.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAH4,14485.73,66,,,,2,5,2020,17,5,2020,2,5,2020,33,3008,0-15
4880,U001,200915438,GROC co,2020-05-16 07:19:26.710937500,2020.0,1930821841.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,15072.0,66,,,,30,4,2020,15,5,2020,30,4,2020,19,1147,0-15
4881,U001,200744019,TARG us,2020-03-29 23:53:00.304687500,2020.0,1930653878.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,56030.9,66,,,,16,3,2020,31,3,2020,16,3,2020,19,2813,
4882,U001,200020431,DEC trust,2020-04-17 03:23:42.750000000,2020.0,1930817813.0,2020-04-23 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM2,12726.41,66,,,,23,4,2020,26,4,2020,16,4,2020,35,722,
4883,U001,200769623,WAL-MAR associates,2020-04-11 12:07:06.828125000,2020.0,1930699121.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,44621.36,66,,,,26,3,2020,10,4,2020,26,3,2020,33,3008,0-15
4884,U001,200759878,SA trust,2020-04-09 19:00:26.640625000,2020.0,1930685753.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,14631.35,66,,,,25,3,2020,9,4,2020,25,3,2020,33,2401,0-15
4885,U001,200711029,WEGMAN corporation,2020-04-19 18:51:11.125000000,2020.0,1930710163.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,13584.26,66,,,,27,3,2020,11,4,2020,27,3,2020,19,3039,0-15
4886,U001,200760666,KEHE  in,2020-04-15 23:04:05.312500000,2020.0,1930668460.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,23328.0,66,,,,25,3,2020,9,4,2020,25,3,2020,19,2936,0-15
4887,U001,200705372,FR in,2020-05-15 23:03:48.662109375,2020.0,1930637150.0,2020-03-12 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAGD,5409.06,66,,,,12,3,2020,16,5,2020,12,3,2020,32,999,
4888,U001,200700919,US  us,2020-03-19 01:26:27.750000000,2020.0,1930581301.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,52158.05,66,,,,28,2,2020,14,3,2020,28,2,2020,19,2928,0-15
4889,CA02,140106408,WAL-M corporation,2020-04-22 03:29:17.750000000,2020.0,2960624162.0,2020-03-27 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-27 00:00:00.000000000,CA10,8211.525,66,,,,27,3,2020,6,4,2020,27,3,2020,4,3000,16-30
4890,U001,200772595,SAFEW trust,2020-03-14 20:57:42.468750000,2020.0,1930597409.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,88657.02,66,,,,3,3,2020,18,3,2020,3,3,2020,19,2413,
4891,U001,200974851,RESTA foundation,2020-03-21 07:29:23.593750000,2020.0,1930631486.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,344.73,66,,,,11,3,2020,26,3,2020,11,3,2020,19,2320,
4892,U001,200769623,WAL-MAR llc,2020-05-14 21:33:45.359375000,2020.0,1930829266.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAH4,30965.69,66,,,,27,4,2020,12,5,2020,27,4,2020,33,3014,0-15
4893,U001,100031704,DELHAIZE in,2020-05-04 19:03:21.218750000,2020.0,1930801011.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAA8,101229.2,66,,,,18,4,2020,3,5,2020,18,4,2020,19,747,0-15
4894,U001,200705742,DOT foundation,2020-05-14 08:23:38.843750000,2020.0,1930860269.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,14825.25,66,,,,5,5,2020,20,5,2020,5,5,2020,19,839,
4895,CA02,140104423,METRO  llc,2020-04-11 20:30:20.640625000,2020.0,2960625503.0,2020-03-30 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-04-01 00:00:00.000000000,CA10,21730.163,66,,,,30,3,2020,11,4,2020,1,4,2020,4,1872,0-15
4896,U001,200148860,DOLLA trust,2020-05-09 22:03:51.250000000,2020.0,1930863149.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,38822.79,66,,,,7,5,2020,22,5,2020,7,5,2020,19,815,
4897,U001,200772670,ASSOCIAT co,2020-04-12 16:03:36.292968750,2020.0,1930708570.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAU5,32511.64,66,,,,28,3,2020,12,4,2020,28,3,2020,47,175,0-15
4898,U001,200769623,WAL-MAR in,2020-04-07 21:52:35.265625000,2020.0,1930673977.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,29994.8,66,,,,21,3,2020,5,4,2020,21,3,2020,33,3013,0-15
4899,U001,200466603,SMITH'S in,2020-03-27 15:13:42.236328125,2020.0,1930642923.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,19961.06,66,,,,13,3,2020,28,3,2020,13,3,2020,19,2547,
4900,U001,200353024,DECA systems,2020-03-20 18:33:46.750000000,2020.0,1930690417.0,2020-03-24 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM2,12661.16,66,,,,24,3,2020,26,3,2020,16,3,2020,35,732,
4901,U001,200769623,WAL-MAR foundation,2020-04-09 18:45:32.031250000,2020.0,1930687042.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,23199.16,66,,,,23,3,2020,7,4,2020,23,3,2020,33,3012,0-15
4902,U001,200308132,COLORA associates,2020-04-11 23:01:38.625000000,2020.0,1930753228.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,1220.15,66,,,,6,4,2020,21,4,2020,6,4,2020,19,583,
4903,U001,200353024,DECA llc,2020-04-15 06:42:53.312500000,2020.0,1930817826.0,2020-04-23 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM2,44882.86,66,,,,23,4,2020,26,4,2020,16,4,2020,35,731,
4904,U001,200793122,PIGGLY associates,2020-03-20 05:09:28.531250000,2020.0,1930584378.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,40639.32,66,,,,2,3,2020,17,3,2020,2,3,2020,19,2128,0-15
4905,U001,200742791,QUI co,2020-04-22 06:55:08.390625000,2020.0,1930759241.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,1606.42,66,,,,10,4,2020,25,4,2020,10,4,2020,19,2243,
4906,U001,200769623,WAL-MAR associates,2020-05-26 03:46:07.187500000,2020.0,1930879682.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAH4,33619.1,66,,,,9,5,2020,24,5,2020,9,5,2020,33,3008,0-15
4907,U001,200769623,WAL-MAR associates,2020-05-27 03:46:07.187500000,2020.0,1930884220.0,2020-05-10 00:00:00.000000000,2020-05-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,NAH4,32711.91,66,,,,10,5,2020,25,5,2020,10,5,2020,33,3008,0-15
4908,U001,200704045,RA in,2020-03-09 07:47:25.062500000,2020.0,1930583665.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,517.27,66,,,,28,2,2020,14,3,2020,28,2,2020,19,2259,
4909,U001,200416837,DEC in,2020-03-27 12:53:57.562500000,2020.0,1930674716.0,2020-03-20 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,160.74,66,,,,20,3,2020,8,4,2020,16,3,2020,37,719,
4910,U001,100043948,AMERIC foundation,2020-05-15 20:14:38.390625000,2020.0,1930804441.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,17319.8,66,,,,29,4,2020,14,5,2020,29,4,2020,19,117,0-15
4911,U001,200794332,COST foundation,2020-05-18 17:38:26.312500000,2020.0,1930862697.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAAX,49093.01,66,,,,8,5,2020,23,5,2020,8,5,2020,21,620,
4912,U001,200726979,BJ'S  llc,2020-03-11 16:29:50.250000000,2020.0,1930584591.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAA8,27.67,66,,,,1,3,2020,16,3,2020,1,3,2020,19,318,
4913,U001,200739006,AL associates,2020-04-25 08:33:02.718750000,2020.0,1930731622.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,25534.7,66,,,,7,4,2020,22,4,2020,7,4,2020,19,51,0-15
4914,U001,200020431,DEC co,2020-03-05 10:25:44.937500000,2020.0,1930605346.0,2020-03-05 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM2,8994.97,66,,,,5,3,2020,11,3,2020,1,3,2020,35,715,
4915,U001,200705742,DOT foundation,2020-04-17 09:26:39.281250000,2020.0,1930767678.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,4524.66,66,,,,8,4,2020,23,4,2020,8,4,2020,19,839,
4916,U001,200769623,WAL-MAR corp,2020-04-13 15:44:58.125000000,2020.0,1930703917.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,2019.69,66,,,,26,3,2020,10,4,2020,26,3,2020,33,3010,0-15
4917,U001,200772670,ASSOCIAT associates,2020-04-08 16:03:36.292968750,2020.0,1930699622.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAU5,10480.44,66,,,,24,3,2020,8,4,2020,24,3,2020,47,174,0-15
4918,U001,100001196,DOLLAR corporation,2020-05-01 23:49:20.937500000,2020.0,1930800151.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAA8,70059.55,66,,,,19,4,2020,4,5,2020,19,4,2020,19,821,
4919,U001,200726979,BJ'S  foundation,2020-04-01 10:21:59.875000000,2020.0,1930688759.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAA8,391.98,66,,,,22,3,2020,6,4,2020,22,3,2020,19,316,
4920,U001,200799367,MCL ,2020-04-20 03:10:15.671875000,2020.0,1930753608.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,92473.42,66,,,,7,4,2020,22,4,2020,7,4,2020,19,1806,
4921,U001,200769623,WAL-MAR ,2020-03-22 16:05:52.500000000,2020.0,1930593975.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAH4,1748.38,66,,,,3,3,2020,18,3,2020,3,3,2020,33,3007,0-15
4922,U001,200719839,ASSOCI llc,2020-04-24 02:51:35.250000000,2020.0,1930749108.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAA8,70532.68,66,,,,5,4,2020,20,4,2020,5,4,2020,19,2936,0-15
4923,U001,200744019,TARG systems,2020-04-26 03:15:52.937500000,2020.0,1930793564.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAA8,68.76,66,,,,17,4,2020,2,5,2020,17,4,2020,19,2811,
4924,U001,200726979,BJ'S  in,2020-03-30 02:07:58.593750000,2020.0,1930674585.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,964.5,66,,,,19,3,2020,3,4,2020,19,3,2020,19,317,
4925,U001,200793319,SHERM'S  trust,2020-05-04 05:14:38.093750000,2020.0,1930782898.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,5047.26,66,,,,15,4,2020,30,4,2020,15,4,2020,19,2494,0-15
4926,U001,200418007,AM associates,2020-06-12 01:14:16.437500000,2020.0,1930718382.0,2020-04-02 00:00:00.000000000,2020-06-06 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAGD,9676.8,66,,,,2,4,2020,6,6,2020,2,4,2020,32,92,0-15
4927,U001,200705372,FR us,2020-04-05 11:52:15.976562500,2020.0,1930687742.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,17180.66,66,,,,23,3,2020,7,4,2020,23,3,2020,19,1003,
4928,U001,200744019,TARG co,2020-04-21 21:22:45.546875000,2020.0,1930739785.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,9953.8,66,,,,4,4,2020,19,4,2020,4,4,2020,19,2805,0-15
4929,U001,200152991,JET corporation,2020-04-14 13:37:18.750000000,2020.0,1930733021.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,4570.9,66,,,,3,4,2020,18,4,2020,3,4,2020,19,1397,
4930,U001,200769623,WAL-MAR corp,2020-03-21 04:08:10.625000000,2020.0,1930576690.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAH4,3403.8,66,,,,1,3,2020,16,3,2020,1,3,2020,33,3010,0-15
4931,U001,200744019,TARG associates,2020-04-29 14:44:25.156250000,2020.0,1930777181.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAA8,14319.56,66,,,,12,4,2020,27,4,2020,12,4,2020,19,2804,0-15
4932,U001,200769623,WAL-MAR co,2020-04-28 19:42:52.234375000,2020.0,1930773528.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAH4,33824.77,66,,,,11,4,2020,26,4,2020,11,4,2020,33,3009,0-15
4933,U001,200762301,C&S WH associates,2020-04-13 08:41:45.953125000,2020.0,1930729065.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAC6,1563.46,66,,,,1,4,2020,16,4,2020,1,4,2020,25,428,
4934,U001,200803720,DEC systems,2020-03-29 18:59:12.250000000,2020.0,1930692157.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,254.34,66,,,,24,3,2020,8,4,2020,16,3,2020,37,721,
4935,U001,200772595,SAFEW trust,2020-04-15 21:09:08.125000000,2020.0,1930744089.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,46119.93,66,,,,4,4,2020,19,4,2020,4,4,2020,19,2413,
4936,U001,102,KRAFT  in,2020-05-02 12:29:37.437500000,2020.0,1930673543.0,2020-03-20 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAG2,8049.6,66,,,,20,3,2020,24,4,2020,20,3,2020,31,1514,0-15
4937,U001,200769623,WAL-MAR us,2020-04-25 23:33:31.046875000,2020.0,1930763757.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAH4,40160.78,66,,,,8,4,2020,23,4,2020,8,4,2020,33,3017,0-15
4938,U001,200762301,C&S WH llc,2020-04-05 15:30:53.953125000,2020.0,1930685663.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAC6,127595.25,66,,,,24,3,2020,8,4,2020,24,3,2020,25,434,
4939,U001,200769623,WAL-MAR corp,2020-05-10 16:27:11.218750000,2020.0,1930812776.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,6454.82,66,,,,21,4,2020,6,5,2020,21,4,2020,33,3010,0-15
4940,U001,100054178,ROUNDY systems,2020-04-03 22:20:12.875000000,2020.0,1930570303.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,5618.48,66,,,,4,3,2020,19,3,2020,4,3,2020,19,2936,16-30
4941,U001,200762301,C&S WH associates,2020-05-05 17:26:37.562500000,2020.0,1930617865.0,2020-03-08 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAGD,959.61,66,,,,8,3,2020,12,5,2020,8,3,2020,32,428,
4942,U001,200744019,TARG co,2020-04-04 04:05:08.804687500,2020.0,1930683082.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,109574.24,66,,,,21,3,2020,5,4,2020,21,3,2020,19,2805,
4943,U001,200743129,BROOKS us,2020-03-11 14:03:21.093750000,2020.0,1930586052.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,3231.45,66,,,,2,3,2020,17,3,2020,2,3,2020,19,365,
4944,U001,200793088,DEMOU foundation,2020-05-15 19:47:44.539062500,2020.0,1930834111.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,59515.85,66,,,,30,4,2020,15,5,2020,30,4,2020,19,757,0-15
4945,U001,200705089,JETR us,2020-05-08 16:56:44.607421875,2020.0,1930821848.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,11839.69,66,,,,24,4,2020,9,5,2020,24,4,2020,19,1414,
4946,U001,200936373,SUPE foundation,2020-04-01 16:29:14.562500000,2020.0,1930669735.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAA8,90958.69,66,,,,20,3,2020,4,4,2020,20,3,2020,19,2673,
4947,U001,200759878,SA us,2020-03-23 23:44:33.531250000,2020.0,1930636986.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAH4,53980.13,66,,,,12,3,2020,27,3,2020,12,3,2020,33,2402,
4948,U001,200769623,WAL-MAR corporation,2020-04-15 18:45:30.765625000,2020.0,1930716293.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,39373.12,66,,,,29,3,2020,13,4,2020,29,3,2020,33,3011,0-15
4949,U001,200761734,H E BUT systems,2020-04-08 21:52:56.718750000,2020.0,1930709456.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,15310.61,66,,,,28,3,2020,12,4,2020,28,3,2020,19,1174,
4950,U001,200759878,SA ,2020-04-18 20:31:46.593750000,2020.0,1930736975.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,4678.62,66,,,,3,4,2020,18,4,2020,3,4,2020,33,2392,0-15
4951,CA02,140105686,SYSC us,2020-04-14 01:51:06.562500000,2020.0,2960622080.0,2020-03-23 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-24 00:00:00.000000000,CA10,13209.0,66,,,,23,3,2020,3,4,2020,24,3,2020,4,2731,0-15
4952,U001,200769623,WAL-MAR associates,2020-04-08 16:15:11.437500000,2020.0,1930666817.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAH4,2079.73,66,,,,20,3,2020,4,4,2020,20,3,2020,33,3008,0-15
4953,U001,200769623,WAL-MAR associates,2020-04-10 08:32:39.562500000,2020.0,1930675191.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,10657.35,66,,,,21,3,2020,5,4,2020,21,3,2020,33,3008,0-15
4954,U001,200936373,SUPE ,2020-04-15 20:36:41.703125000,2020.0,1930726944.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,16952.45,66,,,,1,4,2020,16,4,2020,1,4,2020,19,2668,
4955,CA02,140106408,WAL-M corporation,2020-04-25 15:17:05.375000000,2020.0,2960624096.0,2020-03-31 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-31 00:00:00.000000000,CA10,24461.667999999998,66,,,,31,3,2020,10,4,2020,31,3,2020,4,3000,16-30
